Consumption,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Holiday,Precip (in),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Wind Speed (mph),Consumption_t1,Consumption_t2,Consumption_t3,Consumption_t4,Consumption_t5,Consumption_t6,Consumption_t7,Consumption_t14,Consumption_t21,Consumption_t28
11632.8810381532,0,0,0,0,1,0,0,0,0,68.9,40.9,78,28,2.9,13038.0966224712,11698.784414771999,9475.3496097316,11865.225973202,8245.028570856,8630.8737656344,13057.8451938984,15256.6690898496,13310.462336738,17393.4046741168
10856.477921324,0,0,0,0,0,1,0,0,0,72.9,42.2,88,32,2.7,11632.8810381532,13038.0966224712,11698.784414771999,9475.3496097316,11865.225973202,8245.028570856,8630.8737656344,8808.3864928948,6913.7205190004,13002.9381809152
8189.9719474832,0,0,0,0,0,0,1,0,0,85.4,46.8,59,9,2.7,10856.477921324,11632.8810381532,13038.0966224712,11698.784414771999,9475.3496097316,11865.225973202,8245.028570856,10483.7984408304,12528.5984406884,10567.8046745908
10948.7875317072,1,0,0,0,0,0,0,0,0,90.7,49.1,54,10,2.7,8189.9719474832,10856.477921324,11632.8810381532,13038.0966224712,11698.784414771999,9475.3496097316,11865.225973202,14606.462336648,14507.1958431484,14371.948050949999
11794.3106485316,0,1,0,0,0,0,0,0,0,82.7,50.2,54,12,3,10948.7875317072,8189.9719474832,10856.477921324,11632.8810381532,13038.0966224712,11698.784414771999,9475.3496097316,14951.68831065,14343.2976613416,16310.150648218
12749.1989601536,0,0,1,0,0,0,0,0,0,74,47.8,75,20,3,11794.3106485316,10948.7875317072,8189.9719474832,10856.477921324,11632.8810381532,13038.0966224712,11698.784414771999,11432.2535056996,13971.5906483804,14651.4950639176
12120.1620770804,0,0,0,1,0,0,0,0,0.04,75.1,45.9,89,33,2,12749.1989601536,11794.3106485316,10948.7875317072,8189.9719474832,10856.477921324,11632.8810381532,13038.0966224712,14645.361037944,13751.7381808632,13838.811427610399
12548.4218173104,0,0,0,0,1,0,0,0,0,80.2,47.7,76,13,2.6,12120.1620770804,12749.1989601536,11794.3106485316,10948.7875317072,8189.9719474832,10856.477921324,11632.8810381532,13057.8451938984,15256.6690898496,13310.462336738
11668.787531657199,0,0,0,0,0,1,0,0,0.02,82.2,47.6,61,14,2.7,12548.4218173104,12120.1620770804,12749.1989601536,11794.3106485316,10948.7875317072,8189.9719474832,10856.477921324,8630.8737656344,8808.3864928948,6913.7205190004
8640.374025374,0,0,0,0,0,0,1,0,0,78.7,48,74,18,2.9,11668.787531657199,12548.4218173104,12120.1620770804,12749.1989601536,11794.3106485316,10948.7875317072,8189.9719474832,8245.028570856,10483.7984408304,12528.5984406884
11022.171427805999,1,0,0,0,0,0,0,0,0.05,66.3,44.2,89,42,2.9,8640.374025374,11668.787531657199,12548.4218173104,12120.1620770804,12749.1989601536,11794.3106485316,10948.7875317072,11865.225973202,14606.462336648,14507.1958431484
10422.4581810944,0,1,0,0,0,0,0,0,0,74.8,44.9,89,16,2.6,11022.171427805999,8640.374025374,11668.787531657199,12548.4218173104,12120.1620770804,12749.1989601536,11794.3106485316,9475.3496097316,14951.68831065,14343.2976613416
12130.8592199368,0,0,1,0,0,0,0,0,0.04,69.1,42.2,83,25,2.9,10422.4581810944,11022.171427805999,8640.374025374,11668.787531657199,12548.4218173104,12120.1620770804,12749.1989601536,11698.784414771999,11432.2535056996,13971.5906483804
6316.176622938001,0,0,0,1,0,0,0,1,0,64.9,39.9,87,13,6.3,12130.8592199368,10422.4581810944,11022.171427805999,8640.374025374,11668.787531657199,12548.4218173104,12120.1620770804,13038.0966224712,14645.361037944,13751.7381808632
10664.8270122464,0,0,0,0,1,0,0,0,0.04,68.3,40.6,44,9,3.9,6316.176622938001,12130.8592199368,10422.4581810944,11022.171427805999,8640.374025374,11668.787531657199,12548.4218173104,11632.8810381532,13057.8451938984,15256.6690898496
9168.498700662001,0,0,0,0,0,1,0,0,0,72.7,37.1,50,9,2.5,10664.8270122464,6316.176622938001,12130.8592199368,10422.4581810944,11022.171427805999,8640.374025374,11668.787531657199,10856.477921324,8630.8737656344,8808.3864928948
8803.6737656224,0,0,0,0,0,0,1,0,0.04,77.6,38.6,50,7,2.6,9168.498700662001,10664.8270122464,6316.176622938001,12130.8592199368,10422.4581810944,11022.171427805999,8640.374025374,8189.9719474832,8245.028570856,10483.7984408304
12938.1568822184,1,0,0,0,0,0,0,0,0,79.1,43.6,42,8,2.9,8803.6737656224,9168.498700662001,10664.8270122464,6316.176622938001,12130.8592199368,10422.4581810944,11022.171427805999,10948.7875317072,11865.225973202,14606.462336648
13040.5651938996,0,1,0,0,0,0,0,0,0,81.8,41.2,45,8,2.8,12938.1568822184,8803.6737656224,9168.498700662001,10664.8270122464,6316.176622938001,12130.8592199368,10422.4581810944,11794.3106485316,9475.3496097316,14951.68831065
12502.566232898,0,0,1,0,0,0,0,0,0,76.6,42.6,41,10,3.5,13040.5651938996,12938.1568822184,8803.6737656224,9168.498700662001,10664.8270122464,6316.176622938001,12130.8592199368,12749.1989601536,11698.784414771999,11432.2535056996
13463.2893497144,0,0,0,1,0,0,0,0,0.04,68.9,36,45,9,3,12502.566232898,13040.5651938996,12938.1568822184,8803.6737656224,9168.498700662001,10664.8270122464,6316.176622938001,12120.1620770804,13038.0966224712,14645.361037944
11479.8296095924,0,0,0,0,1,0,0,0,0,75.4,36.7,45,5,2.5,13463.2893497144,12502.566232898,13040.5651938996,12938.1568822184,8803.6737656224,9168.498700662001,10664.8270122464,12548.4218173104,11632.8810381532,13057.8451938984
10116.1309083884,0,0,0,0,0,1,0,0,0.05,75,37.6,42,6,2.7,11479.8296095924,13463.2893497144,12502.566232898,13040.5651938996,12938.1568822184,8803.6737656224,9168.498700662001,11668.787531657199,10856.477921324,8630.8737656344
11618.8924667256,0,0,0,0,0,0,1,0,0,79,39.5,44,7,2.7,10116.1309083884,11479.8296095924,13463.2893497144,12502.566232898,13040.5651938996,12938.1568822184,8803.6737656224,8640.374025374,8189.9719474832,8245.028570856
10732.8997395144,1,0,0,0,0,0,0,0,0.02,74,46.8,43,9,3.7,11618.8924667256,10116.1309083884,11479.8296095924,13463.2893497144,12502.566232898,13040.5651938996,12938.1568822184,11022.171427805999,10948.7875317072,11865.225973202
10698.863375880399,0,1,0,0,0,0,0,0,0,78.3,48.4,33,9,3.1,10732.8997395144,11618.8924667256,10116.1309083884,11479.8296095924,13463.2893497144,12502.566232898,13040.5651938996,10422.4581810944,11794.3106485316,9475.3496097316
10931.4327265136,0,0,1,0,0,0,0,0,0.01,74.4,44.8,60,12,2.8,10698.863375880399,10732.8997395144,11618.8924667256,10116.1309083884,11479.8296095924,13463.2893497144,12502.566232898,12130.8592199368,12749.1989601536,11698.784414771999
12937.4088302704,0,0,0,1,0,0,0,0,0,65.8,39.7,80,32,3.3,10931.4327265136,10698.863375880399,10732.8997395144,11618.8924667256,10116.1309083884,11479.8296095924,13463.2893497144,6316.176622938001,12120.1620770804,13038.0966224712
10507.2872719976,0,0,0,0,1,0,0,0,0.04,58.5,43.9,86,54,2.1,12937.4088302704,10931.4327265136,10698.863375880399,10732.8997395144,11618.8924667256,10116.1309083884,11479.8296095924,10664.8270122464,12548.4218173104,11632.8810381532
7949.4732462012,0,0,0,0,0,1,0,0,0,55.9,44.4,85,72,2.8,10507.2872719976,12937.4088302704,10931.4327265136,10698.863375880399,10732.8997395144,11618.8924667256,10116.1309083884,9168.498700662001,11668.787531657199,10856.477921324
7183.468051449199,0,0,0,0,0,0,1,0,0,66.9,37.8,74,15,2.6,7949.4732462012,10507.2872719976,12937.4088302704,10931.4327265136,10698.863375880399,10732.8997395144,11618.8924667256,8803.6737656224,8640.374025374,8189.9719474832
9486.9444149256,1,0,0,0,0,0,0,0,0,64.5,42.4,68,20,4.9,7183.468051449199,7949.4732462012,10507.2872719976,12937.4088302704,10931.4327265136,10698.863375880399,10732.8997395144,12938.1568822184,11022.171427805999,10948.7875317072
10009.309090214,0,1,0,0,0,0,0,0,0,66.1,36.7,66,17,3.5,9486.9444149256,7183.468051449199,7949.4732462012,10507.2872719976,12937.4088302704,10931.4327265136,10698.863375880399,13040.5651938996,10422.4581810944,11794.3106485316
11296.5568823324,0,0,1,0,0,0,0,0,0,74.2,39.1,55,14,2.6,10009.309090214,9486.9444149256,7183.468051449199,7949.4732462012,10507.2872719976,12937.4088302704,10931.4327265136,12502.566232898,12130.8592199368,12749.1989601536
11709.257142044,0,0,0,1,0,0,0,0,0,64.7,44.2,81,28,4.1,11296.5568823324,10009.309090214,9486.9444149256,7183.468051449199,7949.4732462012,10507.2872719976,12937.4088302704,13463.2893497144,6316.176622938001,12120.1620770804
10115.2332460508,0,0,0,0,1,0,0,0,0,68.6,40,87,18,3.7,11709.257142044,11296.5568823324,10009.309090214,9486.9444149256,7183.468051449199,7949.4732462012,10507.2872719976,11479.8296095924,10664.8270122464,12548.4218173104
8536.694025381199,0,0,0,0,0,1,0,0,0.01,71.9,38.1,55,12,2.8,10115.2332460508,11709.257142044,11296.5568823324,10009.309090214,9486.9444149256,7183.468051449199,7949.4732462012,10116.1309083884,9168.498700662001,11668.787531657199
8073.8742851536,0,0,0,0,0,0,1,0,0,81.3,42,45,9,3.2,8536.694025381199,10115.2332460508,11709.257142044,11296.5568823324,10009.309090214,9486.9444149256,7183.468051449199,11618.8924667256,8803.6737656224,8640.374025374
9918.271168142399,1,0,0,0,0,0,0,0,0,83.5,45.6,48,10,2.6,8073.8742851536,8536.694025381199,10115.2332460508,11709.257142044,11296.5568823324,10009.309090214,9486.9444149256,10732.8997395144,12938.1568822184,11022.171427805999
11165.1241550688,0,1,0,0,0,0,0,0,0,72.8,44.2,54,12,2.6,9918.271168142399,8073.8742851536,8536.694025381199,10115.2332460508,11709.257142044,11296.5568823324,10009.309090214,10698.863375880399,13040.5651938996,10422.4581810944
11171.2581810424,0,0,1,0,0,0,0,0,0.01,71,41.7,65,9,3,11165.1241550688,9918.271168142399,8073.8742851536,8536.694025381199,10115.2332460508,11709.257142044,11296.5568823324,10931.4327265136,12502.566232898,12130.8592199368
10017.911687616,0,0,0,1,0,0,0,0,0,59.4,42.2,76,13,3.4,11171.2581810424,11165.1241550688,9918.271168142399,8073.8742851536,8536.694025381199,10115.2332460508,11709.257142044,12937.4088302704,13463.2893497144,6316.176622938001
5664.249350256,0,0,0,0,1,0,0,1,0,73.6,40.8,87,19,2.4,10017.911687616,11171.2581810424,11165.1241550688,9918.271168142399,8073.8742851536,8536.694025381199,10115.2332460508,10507.2872719976,11479.8296095924,10664.8270122464
7923.5158436056,0,0,0,0,0,1,0,0,0,72.4,45.9,75,24,2.9,5664.249350256,10017.911687616,11171.2581810424,11165.1241550688,9918.271168142399,8073.8742851536,8536.694025381199,7949.4732462012,10116.1309083884,9168.498700662001
9742.4041551676,0,0,0,0,0,0,1,0,0.01,63.1,44.5,82,42,2.7,7923.5158436056,5664.249350256,10017.911687616,11171.2581810424,11165.1241550688,9918.271168142399,8073.8742851536,7183.468051449199,11618.8924667256,8803.6737656224
8644.9371422568,1,0,0,0,0,0,0,0,1.21,52.3,39.9,95,62,4.3,9742.4041551676,7923.5158436056,5664.249350256,10017.911687616,11171.2581810424,11165.1241550688,9918.271168142399,9486.9444149256,10732.8997395144,12938.1568822184
8637.8306487508,0,1,0,0,0,0,0,0,0.01,58.6,35.3,100,23,5,8644.9371422568,9742.4041551676,7923.5158436056,5664.249350256,10017.911687616,11171.2581810424,11165.1241550688,10009.309090214,10698.863375880399,13040.5651938996
9906.7511681432,0,0,1,0,0,0,0,0,0,67.4,37.4,54,13,3.8,8637.8306487508,8644.9371422568,9742.4041551676,7923.5158436056,5664.249350256,10017.911687616,11171.2581810424,11296.5568823324,10931.4327265136,12502.566232898
9690.938181145199,0,0,0,1,0,0,0,0,0,62.1,38.9,72,21,6.4,9906.7511681432,8637.8306487508,8644.9371422568,9742.4041551676,7923.5158436056,5664.249350256,10017.911687616,11709.257142044,12937.4088302704,13463.2893497144
5040.5236360136,0,0,0,0,1,0,0,1,0,67.3,42.7,61,21,5.7,9690.938181145199,9906.7511681432,8637.8306487508,8644.9371422568,9742.4041551676,7923.5158436056,5664.249350256,10115.2332460508,10507.2872719976,11479.8296095924
7849.683116338,0,0,0,0,0,1,0,0,0,63.6,40,72,25,2.6,5040.5236360136,9690.938181145199,9906.7511681432,8637.8306487508,8644.9371422568,9742.4041551676,7923.5158436056,8536.694025381199,7949.4732462012,10116.1309083884
7205.385973525599,0,0,0,0,0,0,1,0,0,63.8,39.6,83,31,2.2,7849.683116338,5040.5236360136,9690.938181145199,9906.7511681432,8637.8306487508,8644.9371422568,9742.4041551676,8073.8742851536,7183.468051449199,11618.8924667256
10919.4638953456,1,0,0,0,0,0,0,0,0.03,67.1,39,91,34,2.8,7205.385973525599,7849.683116338,5040.5236360136,9690.938181145199,9906.7511681432,8637.8306487508,8644.9371422568,9918.271168142399,9486.9444149256,10732.8997395144
9588.8290902432,0,1,0,0,0,0,0,0,0,73.8,37.9,93,22,2.2,10919.4638953456,7205.385973525599,7849.683116338,5040.5236360136,9690.938181145199,9906.7511681432,8637.8306487508,11165.1241550688,10009.309090214,10698.863375880399
12522.763635494,0,0,1,0,0,0,0,0,0,75.6,42.9,64,14,2.9,9588.8290902432,10919.4638953456,7205.385973525599,7849.683116338,5040.5236360136,9690.938181145199,9906.7511681432,11171.2581810424,11296.5568823324,10931.4327265136
11385.649869339199,0,0,0,1,0,0,0,0,0,76.1,41.5,67,15,3,12522.763635494,9588.8290902432,10919.4638953456,7205.385973525599,7849.683116338,5040.5236360136,9690.938181145199,10017.911687616,11709.257142044,12937.4088302704
9804.791687630799,0,0,0,0,1,0,0,0,0,75,42.3,62,9,3.3,11385.649869339199,12522.763635494,9588.8290902432,10919.4638953456,7205.385973525599,7849.683116338,5040.5236360136,5664.249350256,10115.2332460508,10507.2872719976
8077.5397396988,0,0,0,0,0,1,0,0,0,71.7,38.4,82,10,4.8,9804.791687630799,11385.649869339199,12522.763635494,9588.8290902432,10919.4638953456,7205.385973525599,7849.683116338,7923.5158436056,8536.694025381199,7949.4732462012
8052.4799994408,0,0,0,0,0,0,1,0,0,69.6,36.3,51,15,2.7,8077.5397396988,9804.791687630799,11385.649869339199,12522.763635494,9588.8290902432,10919.4638953456,7205.385973525599,9742.4041551676,8073.8742851536,7183.468051449199
11395.8981810268,1,0,0,0,0,0,0,0,0,71.4,40.5,55,15,3.9,8052.4799994408,8077.5397396988,9804.791687630799,11385.649869339199,12522.763635494,9588.8290902432,10919.4638953456,8644.9371422568,9918.271168142399,9486.9444149256
11890.7345446288,0,1,0,0,0,0,0,0,0,72.1,38.9,55,11,2.5,11395.8981810268,8052.4799994408,8077.5397396988,9804.791687630799,11385.649869339199,12522.763635494,9588.8290902432,8637.8306487508,11165.1241550688,10009.309090214
11544.5361030944,0,0,1,0,0,0,0,0,0,78,42.4,51,12,2.7,11890.7345446288,11395.8981810268,8052.4799994408,8077.5397396988,9804.791687630799,11385.649869339199,12522.763635494,9906.7511681432,11171.2581810424,11296.5568823324
11255.8628563612,0,0,0,1,0,0,0,0,0.01,87.1,47.8,53,6,3.5,11544.5361030944,11890.7345446288,11395.8981810268,8052.4799994408,8077.5397396988,9804.791687630799,11385.649869339199,9690.938181145199,10017.911687616,11709.257142044
11702.674284901601,0,0,0,0,1,0,0,0,0,86.4,49.7,36,9,3.4,11255.8628563612,11544.5361030944,11890.7345446288,11395.8981810268,8052.4799994408,8077.5397396988,9804.791687630799,5040.5236360136,5664.249350256,10115.2332460508
9466.0737655764,0,0,0,0,0,1,0,0,0,86.1,49.2,37,12,4.1,11702.674284901601,11255.8628563612,11544.5361030944,11890.7345446288,11395.8981810268,8052.4799994408,8077.5397396988,7849.683116338,7923.5158436056,8536.694025381199
8449.0223370756,0,0,0,0,0,0,1,0,0,82.9,48.4,40,11,3.1,9466.0737655764,11702.674284901601,11255.8628563612,11544.5361030944,11890.7345446288,11395.8981810268,8052.4799994408,7205.385973525599,9742.4041551676,8073.8742851536
11127.2727265,1,0,0,0,0,0,0,1,0,78.9,45.5,43,13,4.9,8449.0223370756,9466.0737655764,11702.674284901601,11255.8628563612,11544.5361030944,11890.7345446288,11395.8981810268,10919.4638953456,8644.9371422568,9918.271168142399
10962.6264927452,0,1,0,0,0,0,0,0,0,67.7,46.1,46,16,5.6,11127.2727265,8449.0223370756,9466.0737655764,11702.674284901601,11255.8628563612,11544.5361030944,11890.7345446288,9588.8290902432,8637.8306487508,11165.1241550688
10285.2654538312,0,0,1,0,0,0,0,0,0,71.2,45.8,66,30,4.1,10962.6264927452,11127.2727265,8449.0223370756,9466.0737655764,11702.674284901601,11255.8628563612,11544.5361030944,12522.763635494,9906.7511681432,11171.2581810424
13952.7397392908,0,0,0,1,0,0,0,0,0,69.5,43.7,76,37,3.2,10285.2654538312,10962.6264927452,11127.2727265,8449.0223370756,9466.0737655764,11702.674284901601,11255.8628563612,11385.649869339199,9690.938181145199,10017.911687616
8602.2981812208,0,0,0,0,1,0,0,0,0,63,43.2,82,49,4.7,13952.7397392908,10285.2654538312,10962.6264927452,11127.2727265,8449.0223370756,9466.0737655764,11702.674284901601,9804.791687630799,5040.5236360136,5664.249350256
8707.698700694,0,0,0,0,0,1,0,0,0.41,52.1,42.5,94,69,2.8,8602.2981812208,13952.7397392908,10285.2654538312,10962.6264927452,11127.2727265,8449.0223370756,9466.0737655764,8077.5397396988,7849.683116338,7923.5158436056
7744.4322072544,0,0,0,0,0,0,1,0,0.18,53.8,37.8,98,54,2.6,8707.698700694,8602.2981812208,13952.7397392908,10285.2654538312,10962.6264927452,11127.2727265,8449.0223370756,8052.4799994408,7205.385973525599,9742.4041551676
11322.4394797332,1,0,0,0,0,0,0,0,0.78,51.8,36.7,93,43,5,7744.4322072544,8707.698700694,8602.2981812208,13952.7397392908,10285.2654538312,10962.6264927452,11127.2727265,11395.8981810268,10919.4638953456,8644.9371422568
10583.812986278,0,1,0,0,0,0,0,0,0,53.1,31,85,37,2.5,11322.4394797332,7744.4322072544,8707.698700694,8602.2981812208,13952.7397392908,10285.2654538312,10962.6264927452,11890.7345446288,9588.8290902432,8637.8306487508
11867.9189602148,0,0,1,0,0,0,0,0,0,58.5,37.8,80,33,2.6,10583.812986278,11322.4394797332,7744.4322072544,8707.698700694,8602.2981812208,13952.7397392908,10285.2654538312,11544.5361030944,12522.763635494,9906.7511681432
10751.227012240399,0,0,0,1,0,0,0,0,0.08,65.8,38.3,82,28,4.4,11867.9189602148,10583.812986278,11322.4394797332,7744.4322072544,8707.698700694,8602.2981812208,13952.7397392908,11255.8628563612,11385.649869339199,9690.938181145199
9805.464934384,0,0,0,0,1,0,0,0,1.15,50.2,37.8,95,76,3.8,10751.227012240399,11867.9189602148,10583.812986278,11322.4394797332,7744.4322072544,8707.698700694,8602.2981812208,11702.674284901601,9804.791687630799,5040.5236360136
8752.581817574,0,0,0,0,0,1,0,0,0,61.2,33.4,98,41,2.3,9805.464934384,10751.227012240399,11867.9189602148,10583.812986278,11322.4394797332,7744.4322072544,8707.698700694,9466.0737655764,8077.5397396988,7849.683116338
7534.1548046716,0,0,0,0,0,0,1,0,0,68.2,38.2,85,21,2.1,8752.581817574,9805.464934384,10751.227012240399,11867.9189602148,10583.812986278,11322.4394797332,7744.4322072544,8449.0223370756,8052.4799994408,7205.385973525599
8229.0950643636,1,0,0,0,0,0,0,0,0,65.8,50.5,74,34,2.2,7534.1548046716,8752.581817574,9805.464934384,10751.227012240399,11867.9189602148,10583.812986278,11322.4394797332,11127.2727265,11395.8981810268,10919.4638953456
7413.8680514332,0,1,0,0,0,0,0,0,0,75.3,51.3,77,34,2.6,8229.0950643636,7534.1548046716,8752.581817574,9805.464934384,10751.227012240399,11867.9189602148,10583.812986278,10962.6264927452,11890.7345446288,9588.8290902432
12499.1251939372,0,0,1,0,0,0,0,0,0,69.7,44.6,89,36,2.7,7413.8680514332,8229.0950643636,7534.1548046716,8752.581817574,9805.464934384,10751.227012240399,11867.9189602148,10285.2654538312,11544.5361030944,12522.763635494
12019.7735056588,0,0,0,1,0,0,0,0,0,69.8,40,89,24,2.3,12499.1251939372,7413.8680514332,8229.0950643636,7534.1548046716,8752.581817574,9805.464934384,10751.227012240399,13952.7397392908,11255.8628563612,11385.649869339199
11476.612986216,0,0,0,0,1,0,0,0,0,72.2,39.6,71,23,3,12019.7735056588,12499.1251939372,7413.8680514332,8229.0950643636,7534.1548046716,8752.581817574,9805.464934384,8602.2981812208,11702.674284901601,9804.791687630799
11682.1028563316,0,0,0,0,0,1,0,0,0,80.3,41.3,74,13,2.6,11476.612986216,12019.7735056588,12499.1251939372,7413.8680514332,8229.0950643636,7534.1548046716,8752.581817574,8707.698700694,9466.0737655764,8077.5397396988
9156.6046746888,0,0,0,0,0,0,1,0,0,75.5,42.5,64,18,2.8,11682.1028563316,11476.612986216,12019.7735056588,12499.1251939372,7413.8680514332,8229.0950643636,7534.1548046716,7744.4322072544,8449.0223370756,8052.4799994408
